sample_name	therapy_name
ACH-000793	Ruxolitinib
ACH-000259	AZD1208
ACH-000259	Daporinad
ACH-000259	KIN001-236
ACH-000259	MG-132
ACH-000259	MIM1
ACH-000259	MK-8776
ACH-000259	Rucaparib
ACH-000259	Sabutoclax
ACH-000259	Sinularin
ACH-000259	Ulixertinib
ACH-000250	Midostaurin
ACH-000858	AZD3514
ACH-000858	Acetalax
ACH-000858	rTRAIL
ACH-000265	AZD6094
ACH-000265	Amuvatinib
ACH-000265	JNJ38877605
ACH-000265	JNK Inhibitor VIII
ACH-000265	KIN001-042
ACH-000265	Sphingosine Kinase 1 Inhibitor II
ACH-000265	T0901317
ACH-000265	Tivozanib
ACH-000631	Amuvatinib
ACH-000631	BMS-509744
ACH-000631	DMOG
ACH-000631	GSK319347A
ACH-000631	Tanespimycin
ACH-000631	WH-4-023
ACH-000631	WZ-1-84
ACH-000486	Bicalutamide
ACH-000486	ERK_6604
ACH-000486	RAF_9304
ACH-000486	SCH772984
ACH-000486	Serdemetan
ACH-000486	Ulixertinib
ACH-000486	VX-11e
ACH-000486	VX-702
ACH-000524	AKT inhibitor VIII
ACH-000524	IOX2
ACH-000524	TGX221
ACH-000823	AZ20
ACH-000823	AZD5582
ACH-000823	BAM7
ACH-000823	Fludarabine
ACH-000823	IAP_5620
ACH-000823	Ipatasertib
ACH-000823	Kobe2602
ACH-000823	PF-00299804
ACH-000823	Pelitinib
ACH-000823	WHI-P97
ACH-000855	SU11274
ACH-000855	Vismodegib
ACH-000693	Bexarotene
ACH-000693	LFM-A13
ACH-000693	MCT4_1422
ACH-000873	Ara-G
ACH-000809	DMOG
ACH-000865	AZD8931
ACH-000865	CI-1033
ACH-000865	Cetuximab
ACH-000865	FMK
ACH-000865	Gefitinib
ACH-000865	MetAP2 Inhibitor, A832234
ACH-000865	PF-00299804
ACH-000865	Pelitinib
ACH-000865	Sapitinib
ACH-000865	UNC0642
ACH-000865	WHI-P97
ACH-000824	Epothilone B
ACH-000824	Mitomycin-C
ACH-000824	NSC-87877
ACH-000637	BAM7
ACH-000637	Enzastaurin
ACH-000637	Kobe2602
ACH-000784	JNK Inhibitor VIII
ACH-000784	PFI-3
ACH-000596	Avagacestat
ACH-000596	CCT007093
ACH-000596	OSI-930
ACH-000596	PHA-793887
ACH-000596	XMD15-27
ACH-000769	Alisertib
ACH-000769	Bryostatin 1
ACH-000769	FGFR_3831
ACH-000769	NSC-87877
ACH-000819	Fludarabine
ACH-000819	rTRAIL
ACH-000176	Bleomycin (10 uM)
ACH-000176	Bosutinib
ACH-000176	rTRAIL
ACH-000252	CAY10566
ACH-000501	Acetalax
ACH-000501	PFI-3
ACH-000501	TANK_1366
ACH-000985	AZ628
ACH-000985	Alectinib
ACH-000985	GNF-2
ACH-000985	Pyrimethamine
ACH-000007	Pemetrexed
ACH-000438	IWP-2
ACH-000438	Ruxolitinib
ACH-000438	SCH772984
ACH-000438	VX-11e
ACH-000787	TANK_1366
ACH-000787	XMD11-85h
ACH-000621	Avagacestat
ACH-000621	Dihydrorotenone
ACH-000621	TAF1_5496
ACH-000759	AST-1306
ACH-000759	AZD8931
ACH-000759	Afatinib
ACH-000759	CI-1033
ACH-000759	CP724714
ACH-000759	Gefitinib
ACH-000759	Lapatinib
ACH-000759	Osimertinib
ACH-000759	PF-00299804
ACH-000759	Pelitinib
ACH-000759	Sapitinib
ACH-000910	AZD8835
ACH-000910	Acetalax
ACH-000910	Alpelisib
ACH-000910	CP724714
ACH-000910	Dihydrorotenone
ACH-000910	FGFR_0939
ACH-000910	JQ1
ACH-000910	Kobe2602
ACH-000910	MK-2206
ACH-000910	OF-1
ACH-000910	PI3Ka_4409
ACH-000910	Ruxolitinib
ACH-000910	TAF1_5496
ACH-000910	Taselisib
ACH-000910	Ulixertinib
ACH-000910	XAV939
ACH-000849	Acetalax
ACH-000849	Amuvatinib
ACH-000849	Axitinib
ACH-000849	BAM7
ACH-000849	Bryostatin 1
ACH-000849	C-75
ACH-000849	Cetuximab
ACH-000849	Dihydrorotenone
ACH-000849	Elesclomol
ACH-000849	GSK1070916
ACH-000849	OF-1
ACH-000849	SB52334
ACH-000849	Sinularin
ACH-000849	TAF1_5496
ACH-000849	Ulixertinib
ACH-000450	(5Z)-7-Oxozeaenol
ACH-000450	CI-1040
ACH-000450	RAF_9304
ACH-000450	Refametinib
ACH-000450	SB590885
ACH-000881	BPTES
ACH-000881	FTI-277
ACH-000881	SB52334
ACH-000881	Tipifarnib
ACH-000449	MIM1
ACH-000192	AZD1480
ACH-000192	Brivanib, BMS-540215
ACH-000192	ETP-45835
ACH-000192	FGFR_3831
ACH-000192	PFI-3
ACH-000192	ZG-10
ACH-000359	MCT4_1422
ACH-000359	PFI-3
ACH-000391	BX-912
ACH-000391	CHIR-99021
ACH-000391	GSK1070916
ACH-000391	Genentech Cpd 10
ACH-000391	MCT1_6447
ACH-000391	Niraparib
ACH-000391	Olaparib
ACH-000391	PARP_0108
ACH-000391	PARP_9482
ACH-000391	PARP_9495
ACH-000391	PIK-93
ACH-000391	Rucaparib
ACH-000391	SB52334
ACH-000391	XMD14-99
ACH-000078	CX-5461
ACH-000601	Bexarotene
ACH-000601	CHIR-99021
ACH-000601	MCT4_1422
ACH-000601	Tanespimycin
ACH-000351	Sphingosine Kinase 1 Inhibitor II
ACH-000356	AZD6094
ACH-000356	Bicalutamide
ACH-000356	Cabozantinib
ACH-000356	Crizotinib
ACH-000356	Enzastaurin
ACH-000356	Foretinib
ACH-000356	JNJ38877605
ACH-000356	SU11274
ACH-000356	Savolitinib
ACH-001126	AZD6094
ACH-001126	Bryostatin 1
ACH-001126	UNC0642
ACH-000319	TGX221
ACH-000319	WH-4-023
ACH-000335	AZD1332
ACH-000335	CAY10566
ACH-000335	Lenalidomide
ACH-000335	PD173074
ACH-000335	Pemetrexed
ACH-000866	AZD8835
ACH-000866	Dihydrorotenone
ACH-000866	IAP_7638
ACH-000866	KIN001-244
ACH-000866	PI3Ka_4409
ACH-000866	PIK-93
ACH-000866	Rucaparib
ACH-000866	SB52334
ACH-000866	Sinularin
ACH-000780	Venotoclax
ACH-000510	Bicalutamide
ACH-000510	JNK Inhibitor VIII
ACH-000129	AZD6094
ACH-000129	GW441756
ACH-000129	Navitoclax
ACH-000129	SN-38
ACH-000129	TWS119
ACH-000666	XAV939
ACH-000830	Imatinib
ACH-000830	MetAP2 Inhibitor, A832234
ACH-000830	Selisistat
ACH-000589	AKT inhibitor VIII
ACH-000589	CCT007093
ACH-000589	FTI-277
ACH-000892	AKT inhibitor VIII
ACH-000892	Quizartinib
ACH-000892	Selisistat
ACH-000869	AZD5582
ACH-000869	AZD8931
ACH-000869	Cetuximab
ACH-000869	IAP_5620
ACH-000869	IAP_7638
ACH-000869	PAC-1
ACH-000916	ETP-45835
ACH-000015	AZD1332
ACH-000015	AZD1480
ACH-000015	AZD4547
ACH-000015	Brivanib, BMS-540215
ACH-000015	JNK Inhibitor VIII
ACH-000015	Kobe2602
ACH-000015	PD173074
ACH-000015	Ulixertinib
ACH-000744	AST-1306
ACH-000744	Acetalax
ACH-000744	CI-1033
ACH-000744	Ibrutinib
ACH-000744	PF-00299804
ACH-000744	Sapitinib
ACH-000744	Voxtalisib
ACH-000744	XAV939
ACH-000744	rTRAIL
ACH-000766	Afatinib
ACH-000766	Alpelisib
ACH-000766	Avagacestat
ACH-000766	Gefitinib
ACH-000766	HG-5-88-01
ACH-000766	Lapatinib
ACH-000766	Motesanib
ACH-000766	Sapitinib
ACH-000766	Saracatinib
ACH-000766	Taselisib
ACH-000035	JNK Inhibitor VIII
ACH-000035	PFI-3
ACH-000035	TANK_1366
ACH-000893	Rucaparib
ACH-000893	UNC0642
ACH-000448	AZD8931
ACH-000448	Cetuximab
ACH-000448	JNK Inhibitor VIII
ACH-000431	GW-2580
ACH-000431	QL-XII-47
ACH-000747	GW441756
ACH-000747	Linifanib
ACH-000747	MCT4_1422
ACH-000747	Motesanib
ACH-000747	Nilotinib
ACH-000747	OSI-930
ACH-000747	QL-XI-92
ACH-000747	Quizartinib
ACH-000747	RAF_9304
ACH-000747	TL-2-105
ACH-000747	Tivozanib
ACH-000675	ETP-45835
ACH-000282	AKT inhibitor VIII
ACH-000282	Avagacestat
ACH-000282	BPD-00008900
ACH-000282	CP724714
ACH-000282	Cabozantinib
ACH-000282	Enzastaurin
ACH-000282	Fedratinib
ACH-000282	Fludarabine
ACH-000282	GW-2580
ACH-000282	Idelalisib
ACH-000282	KIN001-266
ACH-000282	Midostaurin
ACH-000282	NVP-BHG712
ACH-000282	SB52334
ACH-000282	Selisistat
ACH-000282	Staurosporine
ACH-000282	WHI-P97
ACH-000282	XMD14-99
ACH-000282	rTRAIL
ACH-000379	Afatinib
ACH-000379	Ibrutinib
ACH-000379	PF-00299804
ACH-000379	Pelitinib
ACH-000379	Talazoparib
ACH-000379	Zibotentan
ACH-000496	Avagacestat
ACH-000496	CHIR-99021
ACH-000496	FMK
ACH-000496	UNC0642
ACH-000559	GW-2580
ACH-000894	IAP_7638
ACH-000586	AZD1208
ACH-000586	Cisplatin
ACH-000586	IWP-2
ACH-000586	Irinotecan
ACH-000586	Niraparib
ACH-000586	Olaparib
ACH-000586	Pyridostatin
ACH-000586	SN-38
ACH-000586	Talazoparib
ACH-000586	WEHI-539
ACH-000729	ABT737
ACH-000729	AGI-6780
ACH-000729	Cyclophosphamide
ACH-000729	Fulvestrant
ACH-000729	IRAK4_4710
ACH-000729	Venetoclax
ACH-000729	WEHI-539
ACH-000729	Wnt-C59
ACH-000752	JNK Inhibitor VIII
ACH-000752	SGC0946
ACH-000752	STF-62247
ACH-000587	JAK3_7406
ACH-000587	Osimertinib
ACH-000587	Pelitinib
ACH-000587	WZ-1-84
ACH-000886	NSC-87877
ACH-000886	Shikonin
ACH-000781	AZD6094
ACH-000521	Bryostatin 1
ACH-000394	GSK1070916
ACH-000841	FMK
ACH-000841	IOX2
ACH-000290	ABT737
ACH-000290	Carmustine
ACH-000290	Cisplatin
ACH-000290	Irinotecan
ACH-000290	Niraparib
ACH-000290	Olaparib
ACH-000290	Oxaliplatin
ACH-000290	PARP_9495
ACH-000290	Rucaparib
ACH-000290	SB52334
ACH-000290	SN-38
ACH-000290	Talazoparib
ACH-000290	Topotecan
ACH-000290	Venetoclax
ACH-000290	Vorinostat
ACH-000929	AKT inhibitor VIII
ACH-000929	FR-180204
ACH-000929	KIN001-266
ACH-000929	WHI-P97
ACH-000929	rTRAIL
ACH-000639	KIN001-260
ACH-000639	NPK76-II-72-1
ACH-000639	Olaparib
ACH-000639	Talazoparib
ACH-000639	Tamoxifen
ACH-000639	Ulixertinib
ACH-000311	AS601245
ACH-000311	BMS-536924
ACH-000311	BPTES
ACH-000311	Bexarotene
ACH-000311	CHIR-99021
ACH-000311	Cyclophosphamide
ACH-000311	ERK_6604
ACH-000311	Entinostat
ACH-000311	Fludarabine
ACH-000311	GDC0810
ACH-000311	IRAK4_4710
ACH-000311	IWP-2
ACH-000311	MN-64
ACH-000311	NVP-ADW742
ACH-000311	VE-822
ACH-000311	XAV939
ACH-000311	rTRAIL
ACH-001138	GW-2580
ACH-000481	Afatinib
ACH-000481	Ibrutinib
ACH-000481	JNK Inhibitor VIII
ACH-000481	Lapatinib
ACH-000481	Mitomycin-C
ACH-000481	Osimertinib
ACH-000481	rTRAIL
ACH-000525	GSK1070916
ACH-000399	TL-2-105
ACH-000610	BX-912
ACH-000610	CUDC-101
ACH-000610	GSK1070916
ACH-000610	GSK429286A
ACH-000610	NPK76-II-72-1
ACH-000447	MCT4_1422
ACH-000447	Mitomycin-C
ACH-000718	SGC0946
ACH-000718	UNC0642
ACH-000951	AKT inhibitor VIII
ACH-000951	TANK_1366
ACH-000900	Acetalax
ACH-000900	Avagacestat
ACH-000900	Bleomycin (10 uM)
ACH-000900	Dihydrorotenone
ACH-000900	LGK974
ACH-000900	OF-1
ACH-000900	TAF1_5496
ACH-000121	AS605240
ACH-000121	MCT4_1422
ACH-000121	UNC1215
ACH-000092	Bicalutamide
ACH-000092	CHIR-99021
ACH-000648	rTRAIL
ACH-000109	AST-1306
ACH-000109	AZD8931
ACH-000109	Afatinib
ACH-000109	CI-1033
ACH-000109	Cetuximab
ACH-000109	FR-180204
ACH-000109	Ibrutinib
ACH-000109	JAK3_7406
ACH-000109	MCT4_1422
ACH-000109	PF-00299804
ACH-000109	Pelitinib
ACH-000109	Sapitinib
ACH-000109	TANK_1366
ACH-000109	TTK_3146
ACH-000109	WHI-P97
ACH-000860	MCT4_1422
ACH-000860	SB52334
ACH-000860	WHI-P97
ACH-000638	ETP-45835
ACH-000800	Fludarabine
ACH-000800	NPK76-II-72-1
ACH-000800	XMD13-2
ACH-000800	YM201636
ACH-000463	Rucaparib
ACH-000463	UNC1215
ACH-000360	Afatinib
ACH-000871	GW-2580
ACH-000395	AKT inhibitor VIII
ACH-000395	BIX02189
ACH-000343	CCT007093
ACH-000816	GSK1070916
ACH-000816	QL-XII-61
ACH-000816	WEHI-539
ACH-000767	ABT737
ACH-000767	AGI-6780
ACH-000767	AZD5153
ACH-000767	Dihydrorotenone
ACH-000767	I-BET-762
ACH-000767	Irinotecan
ACH-000767	LGK974
ACH-000767	LY2109761
ACH-000767	ML323
ACH-000767	Methotrexate
ACH-000767	NPK76-II-72-1
ACH-000767	OTX015
ACH-000767	Picolinici-acid
ACH-000767	RVX-208
ACH-000767	Ruxolitinib
ACH-000767	TAF1_5496
ACH-000767	XMD14-99
ACH-000628	AZD5582
ACH-000628	IAP_5620
ACH-000378	Bicalutamide
ACH-000378	Bleomycin (10 uM)
ACH-000378	Cetuximab
ACH-000378	SGC0946
ACH-000378	UNC0642
ACH-000945	IOX2
ACH-000853	CCT007093
ACH-000853	EHT-1864
ACH-000358	Genentech Cpd 10
ACH-000491	AZD1332
ACH-000491	AZD1480
ACH-000491	AZD4547
ACH-000491	BMS-536924
ACH-000491	Cediranib
ACH-000491	FGFR_0939
ACH-000491	FGFR_3831
ACH-000491	Foretinib
ACH-000491	JAK_8517
ACH-000491	PD173074
ACH-000491	Tivozanib
ACH-000491	VX-702
ACH-000491	Veliparib
ACH-000491	Vismodegib
ACH-000403	Amuvatinib
ACH-000403	Enzastaurin
ACH-000403	Refametinib
ACH-000355	AZD1208
ACH-000355	Amuvatinib
ACH-000355	Fulvestrant
ACH-000355	GSK343
ACH-000355	Picolinici-acid
ACH-000355	Ruxolitinib
ACH-000355	SL0101
ACH-000416	Amuvatinib
ACH-000292	SGC0946
ACH-000427	Afatinib
ACH-000427	Alpelisib
ACH-000427	Ibrutinib
ACH-000427	Lapatinib
ACH-000427	Osimertinib
ACH-000427	Sapitinib
ACH-000427	TANK_1366
ACH-000427	WIKI4
ACH-000427	XAV939
ACH-000001	AKT inhibitor VIII
ACH-000001	Acetalax
ACH-000001	rTRAIL
ACH-000200	Avagacestat
ACH-000200	Bleomycin (10 uM)
ACH-000911	Cetuximab
ACH-000911	Cisplatin
ACH-000674	AZD8931
ACH-000674	Cetuximab
ACH-000674	FR-180204
ACH-000674	KIN001-236
ACH-000674	KIN001-266
ACH-000674	PF-00299804
ACH-000674	STF-62247
ACH-000674	WHI-P97
ACH-000704	AZD8835
ACH-000679	AST-1306
ACH-000679	Acetalax
ACH-000679	Afatinib
ACH-000679	Ibrutinib
ACH-000679	Lapatinib
ACH-000679	Osimertinib
ACH-000679	PF-00299804
ACH-000544	AZD3514
ACH-000544	AZD3759
ACH-000544	AZD8931
ACH-000544	Bicalutamide
ACH-000544	Cetuximab
ACH-000544	PFI-3
ACH-000383	JNJ38877605
ACH-000776	FTI-277
ACH-000159	Cyclopamine
ACH-000159	Pyrimethamine
ACH-000159	TGX221
ACH-000159	UNC1215
ACH-000159	Veliparib
ACH-000159	WH-4-023
ACH-000688	GSK429286A
ACH-000688	TANK_1366
ACH-000291	CI-1040
ACH-000291	Dabrafenib
ACH-000291	NSC-87877
ACH-000291	RAF_9304
ACH-000291	SB590885
ACH-000617	Acetalax
ACH-000696	Rucaparib
ACH-000527	Acetalax
ACH-000947	Dihydrorotenone
ACH-000947	Temsirolimus
ACH-000443	IOX2
ACH-000663	Cetuximab
ACH-000663	JNK Inhibitor VIII
ACH-000663	LFM-A13
ACH-000663	MCT1_6447
ACH-000042	WHI-P97
ACH-000139	IAP_7638
ACH-000139	KIN001-042
ACH-000139	PARP_9495
ACH-000235	CCT007093
ACH-000417	Avagacestat
ACH-000023	BPTES
ACH-000030	AZD3759
ACH-000030	AZD8931
ACH-000030	Afatinib
ACH-000030	Alectinib
ACH-000030	Erlotinib
ACH-000030	Gefitinib
ACH-000030	Ibrutinib
ACH-000030	LFM-A13
ACH-000030	Osimertinib
ACH-000030	Pelitinib
ACH-000030	Sapitinib
ACH-000030	TTK_3146
ACH-000030	WHI-P97
ACH-000030	rTRAIL
ACH-000320	AZ628
ACH-000320	ERK_6604
ACH-000320	FR-180204
ACH-000320	PHA-793887
ACH-000320	SB590885
ACH-000320	Ulixertinib
ACH-000347	Fludarabine
ACH-000189	CHIR-99021
ACH-000144	BAM7
ACH-000144	BPD-00008900
ACH-000144	CCT007093
ACH-000144	Dasatinib
ACH-000144	EphB4_9721
ACH-000144	FMK
ACH-000144	TWS119
ACH-000482	AZD5582
ACH-000482	GW441756
ACH-000482	IAP_5620
ACH-000482	IAP_7638
ACH-000482	LCL161
ACH-000062	AZD6094
ACH-000062	Bryostatin 1
ACH-000062	PARP_9495
ACH-000442	AZD8931
ACH-000442	BPTES
ACH-000689	rTRAIL
ACH-000100	AGI-6780
ACH-000100	AZD2014
ACH-000100	AZD5363
ACH-000100	Afuresertib
ACH-000100	Apitolisib
ACH-000100	BIBF-1120
ACH-000100	BMS-536924
ACH-000100	FGFR_0939
ACH-000100	GSK1059615
ACH-000100	IGF1R_3801
ACH-000100	Ipatasertib
ACH-000100	JAK1_8709
ACH-000100	Linsitinib
ACH-000100	NVP-ADW742
ACH-000100	RU-SKI 43
ACH-000100	Sphingosine Kinase 1 Inhibitor II
ACH-000100	Taselisib
ACH-000100	Tretinoin
ACH-000100	Uprosertib
ACH-000100	WYE-125132
ACH-000719	Bleomycin
ACH-000719	Cetuximab
ACH-000719	SB52334
ACH-000348	IOX2
ACH-000348	QS11
ACH-000348	Staurosporine
ACH-000348	Tanespimycin
ACH-000348	rTRAIL
ACH-000242	FGFR_0939
ACH-000242	IRAK4_4710
ACH-000242	PD173074
ACH-000242	TAF1_5496
ACH-000614	FR-180204
ACH-000614	LIMK1 inhibitor BMS4
ACH-000614	Refametinib
ACH-000614	SB590885
ACH-000670	AGI-5198
ACH-000670	Bryostatin 1
ACH-000670	Savolitinib
ACH-000254	AST-1306
ACH-000254	AZD8931
ACH-000254	Avagacestat
ACH-000254	Cetuximab
ACH-000254	GSK1059615
ACH-000254	PF-00299804
ACH-000188	Bicalutamide
ACH-000188	IAP_7638
ACH-000181	AST-1306
ACH-000181	Acetalax
ACH-000181	CHIR-99021
ACH-000181	CI-1033
ACH-000181	Cetuximab
ACH-000181	GSK1059615
ACH-000181	PF-00299804
ACH-000181	Pelitinib
ACH-000181	WHI-P97
ACH-000655	NSC-207895
ACH-000376	BPTES
ACH-000376	IOX2
ACH-000376	JNK Inhibitor VIII
ACH-000376	PFI-3
ACH-000376	rTRAIL
ACH-000441	(5Z)-7-Oxozeaenol
ACH-000441	AS605240
ACH-000441	AZ628
ACH-000441	AZD3514
ACH-000441	Dabrafenib
ACH-000441	ERK_2440
ACH-000441	ERK_6604
ACH-000441	EphB4_9721
ACH-000441	LJI308
ACH-000441	MCT4_1422
ACH-000441	PD0325901
ACH-000441	PFI-3
ACH-000441	PLX-4720
ACH-000441	RAF_9304
ACH-000441	SB590885
ACH-000441	SCH772984
ACH-000441	Selumetinib
ACH-000441	TANK_1366
ACH-000441	Trametinib
ACH-000441	Ulixertinib
ACH-000441	VX-11e
ACH-000441	XMD11-85h
ACH-000790	Amuvatinib
ACH-000790	CP724714
ACH-000790	Fulvestrant
ACH-000790	SL0101
ACH-000790	UNC1215
ACH-000099	AGI-5198
ACH-000099	FR-180204
ACH-000099	MIRA-1
ACH-001189	AZD8835
ACH-001189	Kobe2602
ACH-001189	Pemetrexed
ACH-001189	UNC0642
ACH-001189	UNC1215
ACH-000748	FTI-277
ACH-000748	Nutlin-3a (-)
ACH-000400	Avagacestat
ACH-000400	Carmustine
ACH-000400	Cisplatin
ACH-000400	Linsitinib
ACH-000400	Olaparib
ACH-000400	SCH772984
ACH-000400	Talazoparib
ACH-000400	Temozolomide
ACH-000400	Trametinib
ACH-000400	Ulixertinib
ACH-000087	Acetalax
ACH-000087	Alisertib
ACH-000087	CX-5461
ACH-000087	Cisplatin
ACH-000087	GSK1070916
ACH-000087	Linsitinib
ACH-000087	Mitoxantrone
ACH-000087	Niraparib
ACH-000087	Olaparib
ACH-000087	Pazopanib
ACH-000087	Pemetrexed
ACH-000087	Rucaparib
ACH-000087	Talazoparib
ACH-000087	Topotecan
ACH-000361	AGI-5198
ACH-000361	SN-38
ACH-000145	CHIR-99021
ACH-000145	Cabozantinib
ACH-000145	JQ12
ACH-000145	NSC-87877
ACH-000145	PHA-665752
ACH-000309	Alectinib
ACH-000465	Dabrafenib
ACH-000465	SB590885
ACH-000615	(5Z)-7-Oxozeaenol
ACH-000615	FH535
ACH-000615	IOX2
ACH-000615	LIMK1 inhibitor BMS4
ACH-000615	Lenalidomide
ACH-001190	SB590885
ACH-000810	MCT1_6447
ACH-000810	NSC-87877
ACH-000423	FGFR_0939
ACH-000423	RAF_9304
ACH-000423	SB52334
ACH-000423	SB590885
ACH-000423	Selisistat
ACH-000423	XMD14-99
ACH-000730	FH535
ACH-000730	IAP_7638
ACH-000730	SB590885
ACH-000730	UNC0642
ACH-000665	Alectinib
ACH-000665	Cetuximab
ACH-000665	Pelitinib
ACH-000665	Thapsigargin
ACH-000366	AZD1208
ACH-000366	Alisertib
ACH-000366	Amuvatinib
ACH-000366	BIBR-1532
ACH-000366	HG-5-113-01
ACH-000366	LFM-A13
ACH-000366	PAK_5339
ACH-000366	Pazopanib
ACH-000366	VSP34_8731
ACH-000366	XMD11-85h
ACH-000341	C-75
ACH-000149	AST-1306
ACH-000811	AZD5582
ACH-000811	Enzastaurin
ACH-000811	IAP_5620
ACH-000504	Bexarotene
ACH-000581	AZD1480
ACH-000581	AZD4547
ACH-000581	BPD-00008900
ACH-000581	Cediranib
ACH-000581	EPZ004777
ACH-000581	FGFR_3831
ACH-000581	Foretinib
ACH-000581	PD173074
ACH-000581	SL0101
ACH-000581	Temozolomide
ACH-000989	Amuvatinib
ACH-000989	CP724714
ACH-000989	GSK1070916
ACH-000989	IRAK4_4710
ACH-000989	Quizartinib
ACH-000989	XMD14-99
ACH-000483	ETP-45835
ACH-000483	JNK Inhibitor VIII
ACH-000955	AZD8835
ACH-000955	AZD8931
ACH-000955	Refametinib
ACH-000420	LFM-A13
ACH-000420	QS11
ACH-000303	AZD6094
ACH-000303	CAY10566
ACH-000303	Cabozantinib
ACH-000303	Crizotinib
ACH-000303	Foretinib
ACH-000303	IAP_7638
ACH-000303	JNJ38877605
ACH-000303	PHA-665752
ACH-000303	SU11274
ACH-000303	Savolitinib
ACH-000303	Sphingosine Kinase 1 Inhibitor II
ACH-000303	Temozolomide
ACH-000991	CI-1040
ACH-000991	Dihydrorotenone
ACH-000991	GSK690693
ACH-000991	Veliparib
ACH-000722	Acetalax
ACH-000722	CAY10566
ACH-000114	KIN001-042
ACH-000652	BIX02189
ACH-000652	SB52334
ACH-000437	AZD6094
ACH-000437	FTI-277
ACH-000437	JNK Inhibitor VIII
ACH-000489	Cetuximab
ACH-000890	BIX02189
ACH-000236	Sphingosine Kinase 1 Inhibitor II
ACH-000236	WEHI-539
ACH-000470	AS605240
ACH-000470	Idelalisib
ACH-000566	AT7867
ACH-000566	Epothilone B
ACH-000566	FTI-277
ACH-000566	GSK429286A
ACH-000566	Shikonin
ACH-000566	Y-39983
ACH-000883	FTI-277
ACH-000883	IOX2
ACH-000384	Bicalutamide
ACH-000384	UNC1215
ACH-000669	rTRAIL
ACH-000680	Bicalutamide
ACH-000147	AKT inhibitor VIII
ACH-000147	GSK690693
ACH-000147	LY2109761
ACH-000571	UNC1215
ACH-000424	FR-180204
ACH-000424	GSK1070916
ACH-000424	HG-5-88-01
ACH-000424	KIN001-270
ACH-000424	MCT1_6447
ACH-000424	Olaparib
ACH-000424	QL-XII-61
ACH-000424	SB52334
ACH-000488	AICA Ribonucleotide
ACH-000488	AS601245
ACH-000488	Avagacestat
ACH-000353	A-83-01
ACH-000353	AST-1306
ACH-000353	Afatinib
ACH-000353	CI-1033
ACH-000353	CP724714
ACH-000353	Ibrutinib
ACH-000353	PF-00299804
ACH-000353	Pelitinib
ACH-000353	Sapitinib
ACH-000353	Saracatinib
ACH-000353	WH-4-023
ACH-000353	WHI-P97
ACH-000353	WZ-1-84
ACH-000647	AICA Ribonucleotide
ACH-000772	C-75
ACH-000772	CD532
ACH-000772	ETP-45835
ACH-000772	Linifanib
ACH-000772	PHA-665752
ACH-000917	AST-1306
ACH-000917	AZD8931
ACH-000917	Afatinib
ACH-000917	CP724714
ACH-000917	IOX2
ACH-000917	Ibrutinib
ACH-000917	Lapatinib
ACH-000917	Osimertinib
ACH-000917	PF-00299804
ACH-000917	Sapitinib
ACH-000605	Afatinib
ACH-000605	Avagacestat
ACH-000605	Gefitinib
ACH-000452	A-770041
ACH-000452	A-83-01
ACH-000452	Acetalax
ACH-000452	Dacinostat
ACH-000452	LIMK1 inhibitor BMS4
ACH-000949	CP724714
ACH-000716	CI-1040
ACH-000716	NSC-87877
ACH-000716	Refametinib
ACH-000561	BPD-00008900
ACH-000561	Bexarotene
ACH-000561	Bicalutamide
ACH-000430	CHIR-99021
ACH-000430	IOX2
ACH-000430	SB590885
ACH-000430	Temsirolimus
ACH-000040	Fludarabine
ACH-000040	Rucaparib
ACH-000364	JAK1_3715
ACH-000364	LDN-193189
ACH-000425	(5Z)-7-Oxozeaenol
ACH-000425	Dabrafenib
ACH-000425	ERK_2440
ACH-000425	FH535
ACH-000425	Fludarabine
ACH-000425	PD0325901
ACH-000425	PLX-4720
ACH-000425	Pilaralisib
ACH-000425	RAF_9304
ACH-000425	Refametinib
ACH-000425	Trametinib
ACH-000425	Ulixertinib
ACH-000522	rTRAIL
ACH-000428	AZD3514
ACH-000428	Bleomycin (10 uM)
ACH-000428	Bleomycin (50 uM)
ACH-000428	CHIR-99021
ACH-000428	FGFR_0939
ACH-000428	JAK1_3715
ACH-000428	MCT4_1422
ACH-000428	NSC-87877
ACH-000428	PFI-1
ACH-000428	TANK_1366
ACH-000428	TTK_3146
ACH-000428	UNC0642
ACH-000115	Acetalax
ACH-000115	Linsitinib
ACH-000115	SB52334
ACH-000115	Selisistat
ACH-000115	Trichostatin A
ACH-000115	UNC0642
ACH-000484	JNK Inhibitor VIII
ACH-000484	Tipifarnib
ACH-000171	FTY-720
ACH-000171	GSK429286A
ACH-000171	LDN-193189
ACH-000171	RU-SKI 43
ACH-000304	GSK1059615
ACH-000304	LIMK1 inhibitor BMS4
ACH-000304	SB590885
ACH-000827	FTI-277
ACH-000827	MIM1
ACH-000827	rTRAIL
ACH-000469	AZD8186
ACH-000469	JNJ38877605
ACH-000469	Motesanib
ACH-000469	Staurosporine
ACH-000570	Bryostatin 1
